"Province","ProgramGroup","ProgramType","ProgramDetail","Date","Value"
"Newfoundland and Labrador","Sponsored Family","Sponsored Family","Sponsored Parent or Grandparent",2021-07-01,0
"Newfoundland and Labrador","Sponsored Family","Sponsored Family","Sponsored Spouse or Partner",2021-07-01,10
"Newfoundland and Labrador","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Blended Sponsorship Refugee",2021-07-01,0
"Newfoundland and Labrador","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Government-Assisted Refugee",2021-07-01,30
"Newfoundland and Labrador","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Privately Sponsored Refugee",2021-07-01,5
"Prince Edward Island","Economic","Worker Program","Agri-Food Pilot",2021-07-01,0
"Prince Edward Island","Economic","Worker Program","Atlantic Immigration Pilot Programs",2021-07-01,20
"Prince Edward Island","Economic","Worker Program","Canadian Experience",2021-07-01,110
"Prince Edward Island","Economic","Worker Program","Caregiver",2021-07-01,0
"Prince Edward Island","Economic","Worker Program","Skilled Trade",2021-07-01,0
"Prince Edward Island","Economic","Worker Program","Skilled Worker",2021-07-01,0
"Prince Edward Island","Economic","Business","Self-Employed",2021-07-01,0
"Prince Edward Island","Economic","Business","Start-up Business",2021-07-01,0
"Prince Edward Island","Economic","Provincial Nominee Program","Provincial Nominee Program",2021-07-01,280
"Prince Edward Island","Economic","Temporary Resident to Permanent Resident Pathway","Temporary Resident to Permanent Resident Pathway",2021-07-01,0
"Prince Edward Island","Sponsored Family","Sponsored Family","Sponsored Children",2021-07-01,0
"Prince Edward Island","Sponsored Family","Sponsored Family","Sponsored Extended Family Member",2021-07-01,0
"Prince Edward Island","Sponsored Family","Sponsored Family","Sponsored Parent or Grandparent",2021-07-01,0
"Prince Edward Island","Sponsored Family","Sponsored Family","Sponsored Spouse or Partner",2021-07-01,5
"Prince Edward Island","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Blended Sponsorship Refugee",2021-07-01,0
"Prince Edward Island","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Government-Assisted Refugee",2021-07-01,10
"Prince Edward Island","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Privately Sponsored Refugee",2021-07-01,0
"Nova Scotia","Economic","Worker Program","Atlantic Immigration Pilot Programs",2021-07-01,185
"Nova Scotia","Economic","Worker Program","Canadian Experience",2021-07-01,180
"Nova Scotia","Economic","Worker Program","Caregiver",2021-07-01,0
"Nova Scotia","Economic","Worker Program","Skilled Trade",2021-07-01,0
"Nova Scotia","Economic","Worker Program","Skilled Worker",2021-07-01,10
"Nova Scotia","Economic","Business","Self-Employed",2021-07-01,0
"Nova Scotia","Economic","Business","Start-up Business",2021-07-01,0
"Nova Scotia","Economic","Provincial Nominee Program","Provincial Nominee Program",2021-07-01,345
"Nova Scotia","Economic","Temporary Resident to Permanent Resident Pathway","Temporary Resident to Permanent Resident Pathway",2021-07-01,5
"Nova Scotia","Sponsored Family","Sponsored Family","Sponsored Children",2021-07-01,0
"Nova Scotia","Sponsored Family","Sponsored Family","Sponsored Extended Family Member",2021-07-01,0
"Nova Scotia","Sponsored Family","Sponsored Family","Sponsored Parent or Grandparent",2021-07-01,0
"Nova Scotia","Sponsored Family","Sponsored Family","Sponsored Spouse or Partner",2021-07-01,60
"Nova Scotia","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Blended Sponsorship Refugee",2021-07-01,0
"Nova Scotia","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Government-Assisted Refugee",2021-07-01,25
"Nova Scotia","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Privately Sponsored Refugee",2021-07-01,0
"New Brunswick","Economic","Worker Program","Atlantic Immigration Pilot Programs",2021-07-01,135
"New Brunswick","Economic","Worker Program","Canadian Experience",2021-07-01,70
"New Brunswick","Economic","Worker Program","Caregiver",2021-07-01,0
"New Brunswick","Economic","Worker Program","Skilled Trade",2021-07-01,0
"New Brunswick","Economic","Worker Program","Skilled Worker",2021-07-01,0
"New Brunswick","Economic","Business","Self-Employed",2021-07-01,0
"New Brunswick","Economic","Business","Start-up Business",2021-07-01,0
"New Brunswick","Economic","Provincial Nominee Program","Provincial Nominee Program",2021-07-01,295
"New Brunswick","Economic","Temporary Resident to Permanent Resident Pathway","Temporary Resident to Permanent Resident Pathway",2021-07-01,0
"New Brunswick","Sponsored Family","Sponsored Family","Sponsored Children",2021-07-01,10
"New Brunswick","Sponsored Family","Sponsored Family","Sponsored Extended Family Member",2021-07-01,0
"New Brunswick","Sponsored Family","Sponsored Family","Sponsored Parent or Grandparent",2021-07-01,0
"New Brunswick","Sponsored Family","Sponsored Family","Sponsored Spouse or Partner",2021-07-01,35
"New Brunswick","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Blended Sponsorship Refugee",2021-07-01,0
"New Brunswick","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Government-Assisted Refugee",2021-07-01,40
"New Brunswick","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Privately Sponsored Refugee",2021-07-01,0
"Quebec","Economic","Worker Program","Canadian Experience",2021-07-01,0
"Quebec","Economic","Worker Program","Caregiver",2021-07-01,10
"Quebec","Economic","Worker Program","Skilled Worker",2021-07-01,NA
"Quebec","Economic","Business","Entrepreneur",2021-07-01,10
"Quebec","Economic","Business","Investor",2021-07-01,465
"Quebec","Economic","Business","Self-Employed",2021-07-01,0
"Quebec","Economic","Provincial Nominee Program","Provincial Nominee Program",2021-07-01,0
"Quebec","Sponsored Family","Sponsored Family","Sponsored Children",2021-07-01,85
"Quebec","Sponsored Family","Sponsored Family","Sponsored Extended Family Member",2021-07-01,10
"Quebec","Sponsored Family","Sponsored Family","Sponsored Parent or Grandparent",2021-07-01,210
"Quebec","Sponsored Family","Sponsored Family","Sponsored Spouse or Partner",2021-07-01,880
"Quebec","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Blended Sponsorship Refugee",2021-07-01,0
"Quebec","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Government-Assisted Refugee",2021-07-01,105
"Quebec","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Privately Sponsored Refugee",2021-07-01,30
"Ontario","Economic","Worker Program","Agri-Food Pilot",2021-07-01,0
"Ontario","Economic","Worker Program","Canadian Experience",2021-07-01,NA
"Ontario","Economic","Worker Program","Caregiver",2021-07-01,90
"Ontario","Economic","Worker Program","Rural and Northern Immigration",2021-07-01,35
"Ontario","Economic","Worker Program","Skilled Trade",2021-07-01,10
"Ontario","Economic","Worker Program","Skilled Worker",2021-07-01,525
"Ontario","Economic","Business","Entrepreneur",2021-07-01,0
"Ontario","Economic","Business","Investor",2021-07-01,0
"Ontario","Economic","Business","Self-Employed",2021-07-01,20
"Ontario","Economic","Business","Start-up Business",2021-07-01,15
"Ontario","Economic","Provincial Nominee Program","Provincial Nominee Program",2021-07-01,NA
"Ontario","Economic","Temporary Resident to Permanent Resident Pathway","Temporary Resident to Permanent Resident Pathway",2021-07-01,155
"Ontario","Sponsored Family","Sponsored Family","Sponsored Children",2021-07-01,180
"Ontario","Sponsored Family","Sponsored Family","Sponsored Extended Family Member",2021-07-01,15
"Ontario","Sponsored Family","Sponsored Family","Sponsored Parent or Grandparent",2021-07-01,380
"Ontario","Sponsored Family","Sponsored Family","Sponsored Spouse or Partner",2021-07-01,NA
"Ontario","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Blended Sponsorship Refugee",2021-07-01,0
"Ontario","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Government-Assisted Refugee",2021-07-01,280
"Ontario","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Privately Sponsored Refugee",2021-07-01,55
"Manitoba","Economic","Worker Program","Agri-Food Pilot",2021-07-01,0
"Manitoba","Economic","Worker Program","Canadian Experience",2021-07-01,130
"Manitoba","Economic","Worker Program","Caregiver",2021-07-01,0
"Manitoba","Economic","Worker Program","Rural and Northern Immigration",2021-07-01,15
"Manitoba","Economic","Worker Program","Skilled Trade",2021-07-01,0
"Manitoba","Economic","Worker Program","Skilled Worker",2021-07-01,25
"Manitoba","Economic","Business","Entrepreneur",2021-07-01,0
"Manitoba","Economic","Business","Self-Employed",2021-07-01,0
"Manitoba","Economic","Business","Start-up Business",2021-07-01,10
"Manitoba","Economic","Provincial Nominee Program","Provincial Nominee Program",2021-07-01,NA
"Manitoba","Economic","Temporary Resident to Permanent Resident Pathway","Temporary Resident to Permanent Resident Pathway",2021-07-01,15
"Manitoba","Sponsored Family","Sponsored Family","Sponsored Children",2021-07-01,15
"Manitoba","Sponsored Family","Sponsored Family","Sponsored Extended Family Member",2021-07-01,0
"Manitoba","Sponsored Family","Sponsored Family","Sponsored Parent or Grandparent",2021-07-01,15
"Manitoba","Sponsored Family","Sponsored Family","Sponsored Spouse or Partner",2021-07-01,155
"Manitoba","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Blended Sponsorship Refugee",2021-07-01,0
"Manitoba","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Government-Assisted Refugee",2021-07-01,55
"Manitoba","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Privately Sponsored Refugee",2021-07-01,5
"Saskatchewan","Economic","Worker Program","Agri-Food Pilot",2021-07-01,0
"Saskatchewan","Economic","Worker Program","Canadian Experience",2021-07-01,120
"Saskatchewan","Economic","Worker Program","Caregiver",2021-07-01,0
"Saskatchewan","Economic","Worker Program","Rural and Northern Immigration",2021-07-01,0
"Saskatchewan","Economic","Worker Program","Skilled Trade",2021-07-01,0
"Saskatchewan","Economic","Worker Program","Skilled Worker",2021-07-01,5
"Saskatchewan","Economic","Business","Self-Employed",2021-07-01,0
"Saskatchewan","Economic","Provincial Nominee Program","Provincial Nominee Program",2021-07-01,785
"Saskatchewan","Economic","Temporary Resident to Permanent Resident Pathway","Temporary Resident to Permanent Resident Pathway",2021-07-01,0
"Saskatchewan","Sponsored Family","Sponsored Family","Sponsored Children",2021-07-01,10
"Saskatchewan","Sponsored Family","Sponsored Family","Sponsored Extended Family Member",2021-07-01,0
"Saskatchewan","Sponsored Family","Sponsored Family","Sponsored Parent or Grandparent",2021-07-01,15
"Saskatchewan","Sponsored Family","Sponsored Family","Sponsored Spouse or Partner",2021-07-01,110
"Saskatchewan","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Blended Sponsorship Refugee",2021-07-01,0
"Saskatchewan","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Government-Assisted Refugee",2021-07-01,75
"Saskatchewan","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Privately Sponsored Refugee",2021-07-01,0
"Alberta","Economic","Worker Program","Agri-Food Pilot",2021-07-01,0
"Alberta","Economic","Worker Program","Canadian Experience",2021-07-01,NA
"Alberta","Economic","Worker Program","Caregiver",2021-07-01,40
"Alberta","Economic","Worker Program","Rural and Northern Immigration",2021-07-01,0
"Alberta","Economic","Worker Program","Skilled Trade",2021-07-01,0
"Alberta","Economic","Worker Program","Skilled Worker",2021-07-01,80
"Alberta","Economic","Business","Entrepreneur",2021-07-01,0
"Alberta","Economic","Business","Investor",2021-07-01,0
"Alberta","Economic","Business","Self-Employed",2021-07-01,5
"Alberta","Economic","Business","Start-up Business",2021-07-01,5
"Alberta","Economic","Provincial Nominee Program","Provincial Nominee Program",2021-07-01,NA
"Alberta","Economic","Temporary Resident to Permanent Resident Pathway","Temporary Resident to Permanent Resident Pathway",2021-07-01,20
"Alberta","Sponsored Family","Sponsored Family","Sponsored Children",2021-07-01,95
"Alberta","Sponsored Family","Sponsored Family","Sponsored Extended Family Member",2021-07-01,5
"Alberta","Sponsored Family","Sponsored Family","Sponsored Parent or Grandparent",2021-07-01,110
"Alberta","Sponsored Family","Sponsored Family","Sponsored Spouse or Partner",2021-07-01,745
"Alberta","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Blended Sponsorship Refugee",2021-07-01,0
"Alberta","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Government-Assisted Refugee",2021-07-01,160
"Alberta","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Privately Sponsored Refugee",2021-07-01,45
"British Columbia","Economic","Worker Program","Agri-Food Pilot",2021-07-01,0
"British Columbia","Economic","Worker Program","Canadian Experience",2021-07-01,NA
"British Columbia","Economic","Worker Program","Caregiver",2021-07-01,60
"British Columbia","Economic","Worker Program","Rural and Northern Immigration",2021-07-01,20
"British Columbia","Economic","Worker Program","Skilled Trade",2021-07-01,10
"British Columbia","Economic","Worker Program","Skilled Worker",2021-07-01,130
"British Columbia","Economic","Business","Entrepreneur",2021-07-01,0
"British Columbia","Economic","Business","Investor",2021-07-01,0
"British Columbia","Economic","Business","Self-Employed",2021-07-01,5
"British Columbia","Economic","Business","Start-up Business",2021-07-01,15
"British Columbia","Economic","Provincial Nominee Program","Provincial Nominee Program",2021-07-01,NA
"British Columbia","Economic","Temporary Resident to Permanent Resident Pathway","Temporary Resident to Permanent Resident Pathway",2021-07-01,105
"British Columbia","Sponsored Family","Sponsored Family","Sponsored Children",2021-07-01,60
"British Columbia","Sponsored Family","Sponsored Family","Sponsored Extended Family Member",2021-07-01,0
"British Columbia","Sponsored Family","Sponsored Family","Sponsored Parent or Grandparent",2021-07-01,110
"British Columbia","Sponsored Family","Sponsored Family","Sponsored Spouse or Partner",2021-07-01,NA
"British Columbia","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Blended Sponsorship Refugee",2021-07-01,0
"British Columbia","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Government-Assisted Refugee",2021-07-01,115
